sample_id,image_id,image_path,target_name,target,State,Species,Pre_GSHH_NDVI,Height_Ave_cm,Sampling_Date
ID748979397__Dry_Dead_g,ID748979397,train/ID748979397.jpg,Dry_Dead_g,18.1125,Tas,Clover,0.77,3.8333,2015/11/9
ID748979397__Dry_Green_g,ID748979397,train/ID748979397.jpg,Dry_Green_g,0.0,Tas,Clover,0.77,3.8333,2015/11/9
ID748979397__Dry_Total_g,ID748979397,train/ID748979397.jpg,Dry_Total_g,61.3813,Tas,Clover,0.77,3.8333,2015/11/9
ID748979397__GDM_g,ID748979397,train/ID748979397.jpg,GDM_g,43.2687,Tas,Clover,0.77,3.8333,2015/11/9
ID482555369__Dry_Clover_g,ID482555369,train/ID482555369.jpg,Dry_Clover_g,0.0,Tas,Ryegrass,0.34,3.0,2015/7/1
ID482555369__Dry_Dead_g,ID482555369,train/ID482555369.jpg,Dry_Dead_g,15.9,Tas,Ryegrass,0.34,3.0,2015/7/1
ID482555369__Dry_Green_g,ID482555369,train/ID482555369.jpg,Dry_Green_g,2.5,Tas,Ryegrass,0.34,3.0,2015/7/1
ID482555369__Dry_Total_g,ID482555369,train/ID482555369.jpg,Dry_Total_g,18.4,Tas,Ryegrass,0.34,3.0,2015/7/1
ID482555369__GDM_g,ID482555369,train/ID482555369.jpg,GDM_g,2.5,Tas,Ryegrass,0.34,3.0,2015/7/1
ID1113121340__Dry_Clover_g,ID1113121340,train/ID1113121340.jpg,Dry_Clover_g,0.2931,Vic,Phalaris_Clover,0.8,16.0,2015/9/30
ID1113121340__Dry_Dead_g,ID1113121340,train/ID1113121340.jpg,Dry_Dead_g,11.6271,Vic,Phalaris_Clover,0.8,16.0,2015/9/30
ID1113121340__Dry_Green_g,ID1113121340,train/ID1113121340.jpg,Dry_Green_g,82.6598,Vic,Phalaris_Clover,0.8,16.0,2015/9/30
ID1113121340__Dry_Total_g,ID1113121340,train/ID1113121340.jpg,Dry_Total_g,94.58,Vic,Phalaris_Clover,0.8,16.0,2015/9/30
ID1113121340__GDM_g,ID1113121340,train/ID1113121340.jpg,GDM_g,82.9529,Vic,Phalaris_Clover,0.8,16.0,2015/9/30
ID1570190541__Dry_Clover_g,ID1570190541,train/ID1570190541.jpg,Dry_Clover_g,16.6157,Tas,Clover,0.55,2.3333,2015/11/9
ID1570190541__Dry_Dead_g,ID1570190541,train/ID1570190541.jpg,Dry_Dead_g,7.8376,Tas,Clover,0.55,2.3333,2015/11/9
ID1570190541__Dry_Green_g,ID1570190541,train/ID1570190541.jpg,Dry_Green_g,0.1568,Tas,Clover,0.55,2.3333,2015/11/9
ID1570190541__Dry_Total_g,ID1570190541,train/ID1570190541.jpg,Dry_Total_g,24.61,Tas,Clover,0.55,2.3333,2015/11/9
ID1570190541__GDM_g,ID1570190541,train/ID1570190541.jpg,GDM_g,16.7724,Tas,Clover,0.55,2.3333,2015/11/9
ID1149598723__Dry_Clover_g,ID1149598723,train/ID1149598723.jpg,Dry_Clover_g,0.0,NSW,Lucerne,0.87,43.0,2015/5/7
ID1149598723__Dry_Dead_g,ID1149598723,train/ID1149598723.jpg,Dry_Dead_g,5.3831,NSW,Lucerne,0.87,43.0,2015/5/7
ID1149598723__Dry_Green_g,ID1149598723,train/ID1149598723.jpg,Dry_Green_g,58.3169,NSW,Lucerne,0.87,43.0,2015/5/7
ID1149598723__Dry_Total_g,ID1149598723,train/ID1149598723.jpg,Dry_Total_g,63.7,NSW,Lucerne,0.87,43.0,2015/5/7
ID1149598723__GDM_g,ID1149598723,train/ID1149598723.jpg,GDM_g,58.3169,NSW,Lucerne,0.87,43.0,2015/5/7
ID40849327__Dry_Clover_g,ID40849327,train/ID40849327.jpg,Dry_Clover_g,51.97,WA,Clover,0.81,4.0,2015/8/21
ID40849327__Dry_Dead_g,ID40849327,train/ID40849327.jpg,Dry_Dead_g,0.0,WA,Clover,0.81,4.0,2015/8/21
ID40849327__Dry_Green_g,ID40849327,train/ID40849327.jpg,Dry_Green_g,0.0,WA,Clover,0.81,4.0,2015/8/21
ID40849327__Dry_Total_g,ID40849327,train/ID40849327.jpg,Dry_Total_g,51.97,WA,Clover,0.81,4.0,2015/8/21
ID40849327__GDM_g,ID40849327,train/ID40849327.jpg,GDM_g,51.97,WA,Clover,0.81,4.0,2015/8/21
ID679913293__Dry_Clover_g,ID679913293,train/ID679913293.jpg,Dry_Clover_g,0.2146,Tas,Ryegrass_Clover,0.53,3.0,2015/6/26
ID679913293__Dry_Dead_g,ID679913293,train/ID679913293.jpg,Dry_Dead_g,14.3782,Tas,Ryegrass_Clover,0.53,3.0,2015/6/26
ID679913293__Dry_Green_g,ID679913293,train/ID679913293.jpg,Dry_Green_g,6.6526,Tas,Ryegrass_Clover,0.53,3.0,2015/6/26
ID679913293__Dry_Total_g,ID679913293,train/ID679913293.jpg,Dry_Total_g,21.2454,Tas,Ryegrass_Clover,0.53,3.0,2015/6/26
ID679913293__GDM_g,ID679913293,train/ID679913293.jpg,GDM_g,6.8672,Tas,Ryegrass_Clover,0.53,3.0,2015/6/26
ID1370004842__Dry_Clover_g,ID1370004842,train/ID1370004842.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.55,9.6667,2015/10/6
ID1370004842__Dry_Dead_g,ID1370004842,train/ID1370004842.jpg,Dry_Dead_g,21.9986,NSW,Fescue,0.55,9.6667,2015/10/6
ID1370004842__Dry_Green_g,ID1370004842,train/ID1370004842.jpg,Dry_Green_g,55.8014,NSW,Fescue,0.55,9.6667,2015/10/6
ID1370004842__Dry_Total_g,ID1370004842,train/ID1370004842.jpg,Dry_Total_g,77.8,NSW,Fescue,0.55,9.6667,2015/10/6
ID1370004842__GDM_g,ID1370004842,train/ID1370004842.jpg,GDM_g,55.8014,NSW,Fescue,0.55,9.6667,2015/10/6
ID146920896__Dry_Clover_g,ID146920896,train/ID146920896.jpg,Dry_Clover_g,0.5,Tas,Ryegrass_Clover,0.36,2.0,2015/5/19
ID146920896__Dry_Dead_g,ID146920896,train/ID146920896.jpg,Dry_Dead_g,0.4,Tas,Ryegrass_Clover,0.36,2.0,2015/5/19
ID146920896__Dry_Green_g,ID146920896,train/ID146920896.jpg,Dry_Green_g,6.6,Tas,Ryegrass_Clover,0.36,2.0,2015/5/19
ID146920896__Dry_Total_g,ID146920896,train/ID146920896.jpg,Dry_Total_g,7.5,Tas,Ryegrass_Clover,0.36,2.0,2015/5/19
ID146920896__GDM_g,ID146920896,train/ID146920896.jpg,GDM_g,7.1,Tas,Ryegrass_Clover,0.36,2.0,2015/5/19
ID1559189397__Dry_Clover_g,ID1559189397,train/ID1559189397.jpg,Dry_Clover_g,0.0,NSW,Lucerne,0.56,23.0,2015/5/7
ID1559189397__Dry_Dead_g,ID1559189397,train/ID1559189397.jpg,Dry_Dead_g,1.0805,NSW,Lucerne,0.56,23.0,2015/5/7
ID1559189397__Dry_Green_g,ID1559189397,train/ID1559189397.jpg,Dry_Green_g,22.4195,NSW,Lucerne,0.56,23.0,2015/5/7
ID1559189397__Dry_Total_g,ID1559189397,train/ID1559189397.jpg,Dry_Total_g,23.5,NSW,Lucerne,0.56,23.0,2015/5/7
ID1559189397__GDM_g,ID1559189397,train/ID1559189397.jpg,GDM_g,22.4195,NSW,Lucerne,0.56,23.0,2015/5/7
ID407646960__Dry_Clover_g,ID407646960,train/ID407646960.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.59,11.0,2015/2/25
ID407646960__Dry_Dead_g,ID407646960,train/ID407646960.jpg,Dry_Dead_g,35.5862,NSW,Fescue,0.59,11.0,2015/2/25
ID407646960__Dry_Green_g,ID407646960,train/ID407646960.jpg,Dry_Green_g,71.9138,NSW,Fescue,0.59,11.0,2015/2/25
ID407646960__Dry_Total_g,ID407646960,train/ID407646960.jpg,Dry_Total_g,107.5,NSW,Fescue,0.59,11.0,2015/2/25
ID407646960__GDM_g,ID407646960,train/ID407646960.jpg,GDM_g,71.9138,NSW,Fescue,0.59,11.0,2015/2/25
ID1888700589__Dry_Clover_g,ID1888700589,train/ID1888700589.jpg,Dry_Clover_g,1.62,WA,Clover,0.64,2.0,2015/7/8
ID1888700589__Dry_Dead_g,ID1888700589,train/ID1888700589.jpg,Dry_Dead_g,0.0,WA,Clover,0.64,2.0,2015/7/8
ID1888700589__Dry_Green_g,ID1888700589,train/ID1888700589.jpg,Dry_Green_g,20.9,WA,Clover,0.64,2.0,2015/7/8
ID1888700589__Dry_Total_g,ID1888700589,train/ID1888700589.jpg,Dry_Total_g,22.52,WA,Clover,0.64,2.0,2015/7/8
ID1888700589__GDM_g,ID1888700589,train/ID1888700589.jpg,GDM_g,22.52,WA,Clover,0.64,2.0,2015/7/8
ID1249094008__Dry_Clover_g,ID1249094008,train/ID1249094008.jpg,Dry_Clover_g,0.0,Vic,Ryegrass,0.71,4.0,2015/6/26
ID1249094008__Dry_Dead_g,ID1249094008,train/ID1249094008.jpg,Dry_Dead_g,16.3603,Vic,Ryegrass,0.71,4.0,2015/6/26
ID1249094008__Dry_Green_g,ID1249094008,train/ID1249094008.jpg,Dry_Green_g,4.5809,Vic,Ryegrass,0.71,4.0,2015/6/26
ID1249094008__Dry_Total_g,ID1249094008,train/ID1249094008.jpg,Dry_Total_g,20.9412,Vic,Ryegrass,0.71,4.0,2015/6/26
ID1249094008__GDM_g,ID1249094008,train/ID1249094008.jpg,GDM_g,4.5809,Vic,Ryegrass,0.71,4.0,2015/6/26
ID2003438517__Dry_Clover_g,ID2003438517,train/ID2003438517.jpg,Dry_Clover_g,5.2,Vic,Ryegrass_Clover,0.74,4.0,2015/7/2
ID2003438517__Dry_Dead_g,ID2003438517,train/ID2003438517.jpg,Dry_Dead_g,2.08,Vic,Ryegrass_Clover,0.74,4.0,2015/7/2
ID2003438517__Dry_Green_g,ID2003438517,train/ID2003438517.jpg,Dry_Green_g,13.52,Vic,Ryegrass_Clover,0.74,4.0,2015/7/2
ID2003438517__Dry_Total_g,ID2003438517,train/ID2003438517.jpg,Dry_Total_g,20.8,Vic,Ryegrass_Clover,0.74,4.0,2015/7/2
ID2003438517__GDM_g,ID2003438517,train/ID2003438517.jpg,GDM_g,18.72,Vic,Ryegrass_Clover,0.74,4.0,2015/7/2
ID135365668__Dry_Clover_g,ID135365668,train/ID135365668.jpg,Dry_Clover_g,2.4,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2015/6/26
ID135365668__Dry_Dead_g,ID135365668,train/ID135365668.jpg,Dry_Dead_g,1.8667,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2015/6/26
ID135365668__Dry_Green_g,ID135365668,train/ID135365668.jpg,Dry_Green_g,17.3333,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2015/6/26
ID135365668__Dry_Total_g,ID135365668,train/ID135365668.jpg,Dry_Total_g,21.6,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2015/6/26
ID135365668__GDM_g,ID135365668,train/ID135365668.jpg,GDM_g,19.7333,Vic,Phalaris_Ryegrass_Clover,0.74,3.0,2015/6/26
ID13162390__Dry_Clover_g,ID13162390,train/ID13162390.jpg,Dry_Clover_g,2.8667,Vic,Ryegrass_Clover,0.74,3.0,2015/8/14
ID13162390__Dry_Dead_g,ID13162390,train/ID13162390.jpg,Dry_Dead_g,2.8667,Vic,Ryegrass_Clover,0.74,3.0,2015/8/14
ID13162390__Dry_Green_g,ID13162390,train/ID13162390.jpg,Dry_Green_g,20.0667,Vic,Ryegrass_Clover,0.74,3.0,2015/8/14
ID13162390__Dry_Total_g,ID13162390,train/ID13162390.jpg,Dry_Total_g,25.8,Vic,Ryegrass_Clover,0.74,3.0,2015/8/14
ID13162390__GDM_g,ID13162390,train/ID13162390.jpg,GDM_g,22.9333,Vic,Ryegrass_Clover,0.74,3.0,2015/8/14
ID1946311744__Dry_Clover_g,ID1946311744,train/ID1946311744.jpg,Dry_Clover_g,28.5594,Vic,Ryegrass_Clover,0.83,8.0,2015/9/29
ID1946311744__Dry_Dead_g,ID1946311744,train/ID1946311744.jpg,Dry_Dead_g,2.8017,Vic,Ryegrass_Clover,0.83,8.0,2015/9/29
ID1946311744__Dry_Green_g,ID1946311744,train/ID1946311744.jpg,Dry_Green_g,40.3989,Vic,Ryegrass_Clover,0.83,8.0,2015/9/29
ID1946311744__Dry_Total_g,ID1946311744,train/ID1946311744.jpg,Dry_Total_g,71.76,Vic,Ryegrass_Clover,0.83,8.0,2015/9/29
ID1946311744__GDM_g,ID1946311744,train/ID1946311744.jpg,GDM_g,68.9583,Vic,Ryegrass_Clover,0.83,8.0,2015/9/29
ID162394992__Dry_Clover_g,ID162394992,train/ID162394992.jpg,Dry_Clover_g,0.0,NSW,Ryegrass,0.61,9.0,2015/2/24
ID162394992__Dry_Dead_g,ID162394992,train/ID162394992.jpg,Dry_Dead_g,1.8459,NSW,Ryegrass,0.61,9.0,2015/2/24
ID162394992__Dry_Green_g,ID162394992,train/ID162394992.jpg,Dry_Green_g,47.2541,NSW,Ryegrass,0.61,9.0,2015/2/24
ID162394992__Dry_Total_g,ID162394992,train/ID162394992.jpg,Dry_Total_g,49.1,NSW,Ryegrass,0.61,9.0,2015/2/24
ID162394992__GDM_g,ID162394992,train/ID162394992.jpg,GDM_g,47.2541,NSW,Ryegrass,0.61,9.0,2015/2/24
ID1624268863__Dry_Clover_g,ID1624268863,train/ID1624268863.jpg,Dry_Clover_g,0.0,NSW,Fescue_CrumbWeed,0.56,4.0,2015/1/15
ID1624268863__Dry_Dead_g,ID1624268863,train/ID1624268863.jpg,Dry_Dead_g,10.168,NSW,Fescue_CrumbWeed,0.56,4.0,2015/1/15
ID1624268863__Dry_Green_g,ID1624268863,train/ID1624268863.jpg,Dry_Green_g,22.932,NSW,Fescue_CrumbWeed,0.56,4.0,2015/1/15
ID1624268863__Dry_Total_g,ID1624268863,train/ID1624268863.jpg,Dry_Total_g,33.1,NSW,Fescue_CrumbWeed,0.56,4.0,2015/1/15
ID1624268863__GDM_g,ID1624268863,train/ID1624268863.jpg,GDM_g,22.932,NSW,Fescue_CrumbWeed,0.56,4.0,2015/1/15
ID1874904894__Dry_Clover_g,ID1874904894,train/ID1874904894.jpg,Dry_Clover_g,0.0,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,2015/10/13
ID1874904894__Dry_Dead_g,ID1874904894,train/ID1874904894.jpg,Dry_Dead_g,29.1542,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,2015/10/13
ID1874904894__Dry_Green_g,ID1874904894,train/ID1874904894.jpg,Dry_Green_g,4.1458,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,2015/10/13
ID1874904894__Dry_Total_g,ID1874904894,train/ID1874904894.jpg,Dry_Total_g,33.3,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,2015/10/13
ID1874904894__GDM_g,ID1874904894,train/ID1874904894.jpg,GDM_g,4.1458,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.3,3.0,2015/10/13
ID983582017__Dry_Clover_g,ID983582017,train/ID983582017.jpg,Dry_Clover_g,0.0,WA,Ryegrass,0.64,9.0,2015/9/1
ID983582017__Dry_Dead_g,ID983582017,train/ID983582017.jpg,Dry_Dead_g,0.0,WA,Ryegrass,0.64,9.0,2015/9/1
ID983582017__Dry_Green_g,ID983582017,train/ID983582017.jpg,Dry_Green_g,40.94,WA,Ryegrass,0.64,9.0,2015/9/1
ID983582017__Dry_Total_g,ID983582017,train/ID983582017.jpg,Dry_Total_g,40.94,WA,Ryegrass,0.64,9.0,2015/9/1
ID983582017__GDM_g,ID983582017,train/ID983582017.jpg,GDM_g,40.94,WA,Ryegrass,0.64,9.0,2015/9/1
ID572336285__Dry_Clover_g,ID572336285,train/ID572336285.jpg,Dry_Clover_g,22.5242,Tas,Ryegrass_Clover,0.68,3.0,2015/11/9
ID572336285__Dry_Dead_g,ID572336285,train/ID572336285.jpg,Dry_Dead_g,26.1571,Tas,Ryegrass_Clover,0.68,3.0,2015/11/9
ID572336285__Dry_Green_g,ID572336285,train/ID572336285.jpg,Dry_Green_g,18.8913,Tas,Ryegrass_Clover,0.68,3.0,2015/11/9
ID572336285__Dry_Total_g,ID572336285,train/ID572336285.jpg,Dry_Total_g,67.5726,Tas,Ryegrass_Clover,0.68,3.0,2015/11/9
ID572336285__GDM_g,ID572336285,train/ID572336285.jpg,GDM_g,41.4155,Tas,Ryegrass_Clover,0.68,3.0,2015/11/9
ID443091455__Dry_Clover_g,ID443091455,train/ID443091455.jpg,Dry_Clover_g,22.2594,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,2015/10/14
ID443091455__Dry_Dead_g,ID443091455,train/ID443091455.jpg,Dry_Dead_g,11.9858,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,2015/10/14
ID443091455__Dry_Green_g,ID443091455,train/ID443091455.jpg,Dry_Green_g,26.2547,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,2015/10/14
ID443091455__Dry_Total_g,ID443091455,train/ID443091455.jpg,Dry_Total_g,60.5,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,2015/10/14
ID443091455__GDM_g,ID443091455,train/ID443091455.jpg,GDM_g,48.5142,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.66,4.6667,2015/10/14
ID1049634115__Dry_Clover_g,ID1049634115,train/ID1049634115.jpg,Dry_Clover_g,1.5083,Vic,Ryegrass_Clover,0.72,2.0,2015/7/2
ID1049634115__Dry_Dead_g,ID1049634115,train/ID1049634115.jpg,Dry_Dead_g,3.0167,Vic,Ryegrass_Clover,0.72,2.0,2015/7/2
ID1049634115__Dry_Green_g,ID1049634115,train/ID1049634115.jpg,Dry_Green_g,13.575,Vic,Ryegrass_Clover,0.72,2.0,2015/7/2
ID1049634115__Dry_Total_g,ID1049634115,train/ID1049634115.jpg,Dry_Total_g,18.1,Vic,Ryegrass_Clover,0.72,2.0,2015/7/2
ID1049634115__GDM_g,ID1049634115,train/ID1049634115.jpg,GDM_g,15.0833,Vic,Ryegrass_Clover,0.72,2.0,2015/7/2
ID1131079710__Dry_Clover_g,ID1131079710,train/ID1131079710.jpg,Dry_Clover_g,15.4794,Tas,Clover,0.57,1.5,2015/11/9
ID1131079710__Dry_Dead_g,ID1131079710,train/ID1131079710.jpg,Dry_Dead_g,11.119,Tas,Clover,0.57,1.5,2015/11/9
ID1131079710__Dry_Green_g,ID1131079710,train/ID1131079710.jpg,Dry_Green_g,1.5261,Tas,Clover,0.57,1.5,2015/11/9
ID1131079710__Dry_Total_g,ID1131079710,train/ID1131079710.jpg,Dry_Total_g,28.1246,Tas,Clover,0.57,1.5,2015/11/9
ID1131079710__GDM_g,ID1131079710,train/ID1131079710.jpg,GDM_g,17.0055,Tas,Clover,0.57,1.5,2015/11/9
ID397994621__Dry_Clover_g,ID397994621,train/ID397994621.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.86,9.0,2015/5/7
ID397994621__Dry_Dead_g,ID397994621,train/ID397994621.jpg,Dry_Dead_g,0.0,NSW,Fescue,0.86,9.0,2015/5/7
ID397994621__Dry_Green_g,ID397994621,train/ID397994621.jpg,Dry_Green_g,81.0,NSW,Fescue,0.86,9.0,2015/5/7
ID397994621__Dry_Total_g,ID397994621,train/ID397994621.jpg,Dry_Total_g,81.0,NSW,Fescue,0.86,9.0,2015/5/7
ID397994621__GDM_g,ID397994621,train/ID397994621.jpg,GDM_g,81.0,NSW,Fescue,0.86,9.0,2015/5/7
ID1385921939__Dry_Clover_g,ID1385921939,train/ID1385921939.jpg,Dry_Clover_g,0.0,NSW,Lucerne,0.79,32.0,2015/5/7
ID1385921939__Dry_Dead_g,ID1385921939,train/ID1385921939.jpg,Dry_Dead_g,6.8243,NSW,Lucerne,0.79,32.0,2015/5/7
ID1385921939__Dry_Green_g,ID1385921939,train/ID1385921939.jpg,Dry_Green_g,43.6757,NSW,Lucerne,0.79,32.0,2015/5/7
ID1385921939__Dry_Total_g,ID1385921939,train/ID1385921939.jpg,Dry_Total_g,50.5,NSW,Lucerne,0.79,32.0,2015/5/7
ID1385921939__GDM_g,ID1385921939,train/ID1385921939.jpg,GDM_g,43.6757,NSW,Lucerne,0.79,32.0,2015/5/7
ID315357834__Dry_Clover_g,ID315357834,train/ID315357834.jpg,Dry_Clover_g,0.0,Tas,Ryegrass,0.83,6.0,2015/7/1
ID315357834__Dry_Dead_g,ID315357834,train/ID315357834.jpg,Dry_Dead_g,5.7792,Tas,Ryegrass,0.83,6.0,2015/7/1
ID315357834__Dry_Green_g,ID315357834,train/ID315357834.jpg,Dry_Green_g,27.2448,Tas,Ryegrass,0.83,6.0,2015/7/1
ID315357834__Dry_Total_g,ID315357834,train/ID315357834.jpg,Dry_Total_g,33.024,Tas,Ryegrass,0.83,6.0,2015/7/1
ID315357834__GDM_g,ID315357834,train/ID315357834.jpg,GDM_g,27.2448,Tas,Ryegrass,0.83,6.0,2015/7/1
ID853954911__Dry_Clover_g,ID853954911,train/ID853954911.jpg,Dry_Clover_g,0.0,Vic,Ryegrass,0.85,6.0,2015/6/26
ID853954911__Dry_Dead_g,ID853954911,train/ID853954911.jpg,Dry_Dead_g,26.0,Vic,Ryegrass,0.85,6.0,2015/6/26
ID853954911__Dry_Green_g,ID853954911,train/ID853954911.jpg,Dry_Green_g,23.0,Vic,Ryegrass,0.85,6.0,2015/6/26
ID853954911__Dry_Total_g,ID853954911,train/ID853954911.jpg,Dry_Total_g,49.0,Vic,Ryegrass,0.85,6.0,2015/6/26
ID853954911__GDM_g,ID853954911,train/ID853954911.jpg,GDM_g,23.0,Vic,Ryegrass,0.85,6.0,2015/6/26
ID1168534540__Dry_Clover_g,ID1168534540,train/ID1168534540.jpg,Dry_Clover_g,0.0,NSW,Fescue,0.86,9.0,2015/5/7
ID1168534540__Dry_Dead_g,ID1168534540,train/ID1168534540.jpg,Dry_Dead_g,8.6892,NSW,Fescue,0.86,9.0,2015/5/7
ID1168534540__Dry_Green_g,ID1168534540,train/ID1168534540.jpg,Dry_Green_g,55.6108,NSW,Fescue,0.86,9.0,2015/5/7
ID1168534540__Dry_Total_g,ID1168534540,train/ID1168534540.jpg,Dry_Total_g,64.3,NSW,Fescue,0.86,9.0,2015/5/7
ID1168534540__GDM_g,ID1168534540,train/ID1168534540.jpg,GDM_g,55.6108,NSW,Fescue,0.86,9.0,2015/5/7
ID1217108125__Dry_Clover_g,ID1217108125,train/ID1217108125.jpg,Dry_Clover_g,5.9027,Tas,WhiteClover,0.62,2.0,2015/6/29
ID1217108125__Dry_Dead_g,ID1217108125,train/ID1217108125.jpg,Dry_Dead_g,8.0594,Tas,WhiteClover,0.62,2.0,2015/6/29
ID1217108125__Dry_Green_g,ID1217108125,train/ID1217108125.jpg,Dry_Green_g,0.6811,Tas,WhiteClover,0.62,2.0,2015/6/29
ID1217108125__Dry_Total_g,ID1217108125,train/ID1217108125.jpg,Dry_Total_g,14.6432,Tas,WhiteClover,0.62,2.0,2015/6/29
ID1217108125__GDM_g,ID1217108125,train/ID1217108125.jpg,GDM_g,6.5838,Tas,WhiteClover,0.62,2.0,2015/6/29
ID2037861084__Dry_Clover_g,ID2037861084,train/ID2037861084.jpg,Dry_Clover_g,0.0,Vic,Phalaris_Clover,0.77,3.8,2015/6/30
ID2037861084__Dry_Dead_g,ID2037861084,train/ID2037861084.jpg,Dry_Dead_g,12.2169,Vic,Phalaris_Clover,0.77,3.8,2015/6/30
ID2037861084__Dry_Green_g,ID2037861084,train/ID2037861084.jpg,Dry_Green_g,28.6831,Vic,Phalaris_Clover,0.77,3.8,2015/6/30
ID2037861084__Dry_Total_g,ID2037861084,train/ID2037861084.jpg,Dry_Total_g,40.9,Vic,Phalaris_Clover,0.77,3.8,2015/6/30
ID2037861084__GDM_g,ID2037861084,train/ID2037861084.jpg,GDM_g,28.6831,Vic,Phalaris_Clover,0.77,3.8,2015/6/30
ID710341728__Dry_Clover_g,ID710341728,train/ID710341728.jpg,Dry_Clover_g,0.0,NSW,Fescue_CrumbWeed,0.84,11.0,2015/1/15
ID710341728__Dry_Dead_g,ID710341728,train/ID710341728.jpg,Dry_Dead_g,7.9809,NSW,Fescue_CrumbWeed,0.84,11.0,2015/1/15
ID710341728__Dry_Green_g,ID710341728,train/ID710341728.jpg,Dry_Green_g,53.5191,NSW,Fescue_CrumbWeed,0.84,11.0,2015/1/15
ID710341728__Dry_Total_g,ID710341728,train/ID710341728.jpg,Dry_Total_g,61.5,NSW,Fescue_CrumbWeed,0.84,11.0,2015/1/15
ID710341728__GDM_g,ID710341728,train/ID710341728.jpg,GDM_g,53.5191,NSW,Fescue_CrumbWeed,0.84,11.0,2015/1/15
ID1498398599__Dry_Clover_g,ID1498398599,train/ID1498398599.jpg,Dry_Clover_g,11.0375,Tas,Clover,0.36,2.1667,2015/9/4
ID1498398599__Dry_Dead_g,ID1498398599,train/ID1498398599.jpg,Dry_Dead_g,5.6471,Tas,Clover,0.36,2.1667,2015/9/4
ID1498398599__Dry_Green_g,ID1498398599,train/ID1498398599.jpg,Dry_Green_g,1.2834,Tas,Clover,0.36,2.1667,2015/9/4
ID1498398599__Dry_Total_g,ID1498398599,train/ID1498398599.jpg,Dry_Total_g,17.9681,Tas,Clover,0.36,2.1667,2015/9/4
ID1498398599__GDM_g,ID1498398599,train/ID1498398599.jpg,GDM_g,12.321,Tas,Clover,0.36,2.1667,2015/9/4
ID1623964968__Dry_Clover_g,ID1623964968,train/ID1623964968.jpg,Dry_Clover_g,10.0977,Tas,Ryegrass_Clover,0.44,2.3333,2015/11/9
ID1623964968__Dry_Dead_g,ID1623964968,train/ID1623964968.jpg,Dry_Dead_g,21.4983,Tas,Ryegrass_Clover,0.44,2.3333,2015/11/9
ID1623964968__Dry_Green_g,ID1623964968,train/ID1623964968.jpg,Dry_Green_g,19.5439,Tas,Ryegrass_Clover,0.44,2.3333,2015/11/9
ID1623964968__Dry_Total_g,ID1623964968,train/ID1623964968.jpg,Dry_Total_g,51.1398,Tas,Ryegrass_Clover,0.44,2.3333,2015/11/9
ID1623964968__GDM_g,ID1623964968,train/ID1623964968.jpg,GDM_g,29.6415,Tas,Ryegrass_Clover,0.44,2.3333,2015/11/9
ID1753847361__Dry_Clover_g,ID1753847361,train/ID1753847361.jpg,Dry_Clover_g,34.9938,Vic,Phalaris_Clover,0.83,17.0,2015/9/30
ID1753847361__Dry_Dead_g,ID1753847361,train/ID1753847361.jpg,Dry_Dead_g,3.5437,Vic,Phalaris_Clover,0.83,17.0,2015/9/30
ID1753847361__Dry_Green_g,ID1753847361,train/ID1753847361.jpg,Dry_Green_g,51.2725,Vic,Phalaris_Clover,0.83,17.0,2015/9/30
ID1753847361__Dry_Total_g,ID1753847361,train/ID1753847361.jpg,Dry_Total_g,89.81,Vic,Phalaris_Clover,0.83,17.0,2015/9/30
ID1753847361__GDM_g,ID1753847361,train/ID1753847361.jpg,GDM_g,86.2663,Vic,Phalaris_Clover,0.83,17.0,2015/9/30
ID158170916__Dry_Clover_g,ID158170916,train/ID158170916.jpg,Dry_Clover_g,5.3547,Tas,Ryegrass_Clover,0.91,8.8333,2015/11/10
ID158170916__Dry_Dead_g,ID158170916,train/ID158170916.jpg,Dry_Dead_g,33.0205,Tas,Ryegrass_Clover,0.91,8.8333,2015/11/10
ID158170916__Dry_Green_g,ID158170916,train/ID158170916.jpg,Dry_Green_g,69.6107,Tas,Ryegrass_Clover,0.91,8.8333,2015/11/10
